Provider,NumClaims,NumUniqueBeneficiaries,InscClaimAmtReimbursed_Mean,InscClaimAmtReimbursed_Max,DeductibleAmtPaid_Mean,DeductibleAmtPaid_Max,IPAnnualReimbursementAmt_Mean,IPAnnualDeductibleAmt_Mean,OPAnnualReimbursementAmt_Mean,OPAnnualDeductibleAmt_Mean,ClaimDuration_Mean,ClaimDuration_Max,proc_count_Mean,proc_count_Max,diag_count_Mean,diag_count_Max,Age_Mean,RenalDiseaseIndicator_Sum,HasAttendingPhysician_Sum,HasOperatingPhysician_Sum,HasOtherPhysician_Sum,UniquePhysicianCount_Sum,SamePhysicianAllRoles_Sum,IsDeceased_Sum,ChronicCond_Alzheimer_Sum,ChronicCond_Heartfailure_Sum,ChronicCond_KidneyDisease_Sum,ChronicCond_Cancer_Sum,ChronicCond_ObstrPulmonary_Sum,ChronicCond_Depression_Sum,ChronicCond_Diabetes_Sum,ChronicCond_IschemicHeart_Sum,ChronicCond_Osteoporasis_Sum,ChronicCond_rheumatoidarthritis_Sum,ChronicCond_stroke_Sum,ClaimsPerBeneficiary,ReimbursementToDeductibleRatio,DeceasedPatientRate
PRV51271,123,90,351.0569105691057,13000,18.991869918699187,1068.0,3403.8211382113823,373.3658536585366,1821.4634146341464,517.9674796747968,0.8130081300813008,20,0.0,0,2.6991869918699187,10,72.73983739837398,17,123,30,50,171,19,0,45,73,39,16,40,63,80,85,41,32,4,1.3666666666666667,17.55998373322489,0.0
PRV51272,79,31,642.5316455696203,18000,34.88607594936709,1068.0,3848.73417721519,527.2405063291139,2275.6962025316457,520.632911392405,2.0253164556962027,20,0.0,0,3.0,10,73.26582278481013,10,79,18,33,112,10,0,51,40,28,4,20,43,51,52,30,20,0,2.5483870967741935,17.904761904761905,0.0
PRV51273,553,387,237.50452079566003,6600,2.5316455696202533,200.0,4444.195298372513,361.9240506329114,1848.8969258589511,558.8969258589511,1.2513562386980108,20,0.0,0,2.4412296564195297,10,72.65641952983725,106,551,84,209,705,109,1,185,322,191,69,173,236,370,409,165,181,38,1.4289405684754521,67.25038402457757,0.002583979328165375
PRV51274,58,48,3029.655172413793,59000,185.17241379310346,1068.0,6418.103448275862,566.2068965517242,1336.7241379310344,520.8620689655172,1.4827586206896552,20,0.10344827586206896,2,3.4655172413793105,10,74.89655172413794,8,58,11,21,78,9,1,26,32,14,11,13,22,37,40,14,17,4,1.2083333333333333,16.27338395999259,0.020833333333333332
PRV51276,67,60,1999.7014925373135,20000,227.9402985074627,1068.0,6958.6567164179105,897.1343283582089,1552.8358208955224,525.5223880597015,1.7164179104477613,20,0.1044776119402985,3,3.2238805970149254,9,68.32835820895522,7,67,15,23,96,8,0,19,42,24,13,20,26,49,48,19,26,3,1.1166666666666667,8.734598083317035,0.0
PRV51277,59,54,2393.0508474576272,53000,185.08474576271186,1068.0,7098.813559322034,669.7627118644068,2414.0677966101694,708.1355932203389,1.8644067796610169,20,0.15254237288135594,3,3.389830508474576,10,72.52542372881356,15,59,12,23,80,13,0,24,33,28,4,15,31,42,47,19,21,3,1.0925925925925926,12.860005464978597,0.0
PRV51279,224,186,267.14285714285717,3300,3.3482142857142856,100.0,4237.633928571428,414.80357142857144,1875.1785714285713,595.4910714285714,1.3883928571428572,20,0.0,0,2.40625,10,70.59375,30,224,41,91,281,59,0,86,133,92,36,62,97,160,171,71,73,15,1.2043010752688172,61.43737166324436,0.0
PRV51280,39,34,519.2307692307693,5060,0.0,0.0,1675.8974358974358,356.0,3029.74358974359,817.6923076923077,1.3333333333333333,16,0.0,0,2.6153846153846154,9,75.84615384615384,7,39,5,13,45,10,3,10,22,13,7,11,13,19,20,11,13,5,1.1470588235294117,519.2307692307693,0.08823529411764706
PRV51281,259,200,345.44401544401546,5020,2.664092664092664,100.0,3181.389961389961,391.73745173745175,2059.76833976834,538.4555984555984,1.393822393822394,20,0.0,0,2.8185328185328187,10,71.64478764478764,28,259,53,95,267,120,2,80,135,91,38,69,99,169,200,75,66,24,1.295,94.2781875658588,0.01
PRV51282,59,51,1310.677966101695,24000,146.16949152542372,1068.0,5864.9152542372885,687.8644067796611,1583.2203389830509,385.4237288135593,1.8135593220338984,20,0.1016949152542373,2,3.3559322033898304,10,72.22033898305085,16,59,16,21,77,17,0,18,33,28,6,24,22,41,47,21,21,4,1.1568627450980393,8.905908096280088,0.0
PRV51284,377,223,742.3342175066313,51000,47.89920424403183,1068.0,4805.331564986737,429.8885941644562,2001.8832891246684,587.9310344827586,1.7135278514588859,21,0.021220159151193633,1,2.9151193633952253,10,71.3129973474801,73,377,73,155,563,25,0,152,220,148,45,96,164,265,276,111,101,40,1.6905829596412556,15.180905885543803,0.0
PRV51285,168,109,1167.3809523809523,57000,98.39285714285714,1068.0,3934.7619047619046,591.2142857142857,1717.9761904761904,443.0952380952381,1.3869047619047619,20,0.041666666666666664,3,3.1011904761904763,10,73.4047619047619,35,168,22,65,201,46,1,56,98,86,33,69,75,109,136,63,51,17,1.5412844036697249,11.745119175949215,0.009174311926605505
PRV51286,70,62,2073.8571428571427,33000,233.28571428571428,1068.0,9996.42857142857,976.4571428571429,1139.7142857142858,402.85714285714283,1.8,20,0.15714285714285714,2,3.4857142857142858,9,76.2,19,69,15,24,75,29,0,24,43,29,5,31,34,47,59,20,20,11,1.1290322580645162,8.851829268292683,0.0
PRV51287,78,46,329.4871794871795,3300,1.2820512820512822,70.0,6297.5641025641025,854.5641025641025,2492.8205128205127,693.5897435897435,1.6282051282051282,20,0.0,0,2.8846153846153846,9,76.94871794871794,13,78,14,35,88,34,0,34,52,31,4,38,41,56,60,29,29,3,1.6956521739130435,144.38202247191012,0.0
PRV51288,8,8,4670.0,29000,400.5,1068.0,17308.75,1602.0,3508.75,901.25,3.25,15,0.25,1,4.625,9,74.0,2,8,3,0,8,3,0,3,4,2,0,3,4,6,6,0,1,1,1.0,11.631382316313823,0.0
PRV51289,92,38,503.2608695652174,3300,2.608695652173913,100.0,3151.086956521739,383.0869565217391,5194.782608695652,1057.391304347826,3.032608695652174,20,0.0,0,2.2717391304347827,9,71.84782608695652,27,92,21,28,92,40,1,47,77,48,10,44,47,62,84,55,27,19,2.4210526315789473,139.45783132530119,0.02631578947368421
PRV51290,113,81,132.65486725663717,1300,2.3008849557522124,90.0,3636.8141592920356,434.76106194690266,993.2743362831858,335.39823008849555,0.9469026548672567,20,0.0,0,2.7964601769911503,9,74.1858407079646,18,112,19,46,114,53,1,51,65,46,20,33,37,76,79,39,29,19,1.3950617283950617,40.18766756032172,0.012345679012345678
PRV51292,22,16,180.45454545454547,800,0.0,0.0,1977.2727272727273,612.5454545454545,1443.1818181818182,360.0,3.5454545454545454,20,0.0,0,1.9545454545454546,6,68.27272727272727,3,22,6,11,22,13,1,2,14,6,3,3,10,16,17,7,5,0,1.375,180.45454545454547,0.0625
PRV51293,88,64,240.9090909090909,2600,0.22727272727272727,20.0,3198.8636363636365,254.86363636363637,1817.7272727272727,606.0227272727273,1.4090909090909092,20,0.0,0,2.840909090909091,9,71.01136363636364,16,87,21,33,90,42,0,31,41,31,11,16,38,57,69,20,26,7,1.375,196.2962962962963,0.0
PRV51295,7,6,278.57142857142856,1200,0.0,0.0,3285.714285714286,457.7142857142857,1347.142857142857,345.7142857142857,2.857142857142857,20,0.0,0,2.2857142857142856,4,65.42857142857143,1,7,2,3,7,5,0,3,4,2,0,4,2,4,7,4,0,0,1.1666666666666667,278.57142857142856,0.0
PRV51296,30,27,1287.6666666666667,17000,109.46666666666667,1068.0,3311.6666666666665,391.6,1820.3333333333333,449.6666666666667,2.5,25,0.03333333333333333,1,3.433333333333333,9,75.1,6,30,3,10,35,7,1,12,17,10,1,6,15,21,23,7,11,2,1.1111111111111112,11.656608328304165,0.037037037037037035
PRV51297,70,46,1101.2857142857142,18000,77.28571428571429,1068.0,4859.857142857143,698.9142857142857,3440.0,869.7142857142857,1.1142857142857143,20,0.07142857142857142,2,3.0,9,72.82857142857142,13,70,16,26,96,11,1,24,51,39,10,21,33,45,61,27,12,7,1.5217391304347827,14.06751824817518,0.021739130434782608
PRV51298,100,53,311.2,4060,5.5,100.0,3991.4,504.48,1523.9,456.2,1.16,20,0.0,0,2.96,9,71.82,10,100,22,48,140,21,3,36,46,37,11,18,26,72,60,38,30,1,1.8867924528301887,47.87692307692308,0.05660377358490566
PRV51299,37,27,168.3783783783784,1600,0.8108108108108109,30.0,4971.081081081081,548.4324324324324,1649.7297297297298,538.6486486486486,2.189189189189189,20,0.0,0,3.0,9,67.35135135135135,5,37,6,13,49,4,0,18,17,15,9,11,17,26,27,8,17,3,1.3703703703703705,92.98507462686567,0.0
PRV51300,52,32,2068.076923076923,30000,146.84615384615384,1068.0,8448.846153846154,1598.3846153846155,1935.3846153846155,493.65384615384613,2.2115384615384617,20,0.07692307692307693,1,3.3076923076923075,9,71.1923076923077,11,52,13,16,68,11,0,23,35,21,7,29,22,36,38,16,18,1,1.625,13.988033298647242,0.0
PRV51301,112,63,1222.4107142857142,53000,59.982142857142854,1068.0,8607.767857142857,626.75,2175.3571428571427,661.875,1.25,28,0.05357142857142857,2,2.919642857142857,10,70.11607142857143,21,111,21,40,118,51,0,36,56,47,18,38,52,86,83,41,34,4,1.7777777777777777,20.045387994143486,0.0
PRV51302,43,34,1876.9767441860465,25000,250.0,1068.0,3310.232558139535,566.5116279069767,1484.4186046511627,586.2790697674419,0.9534883720930233,7,0.16279069767441862,3,4.023255813953488,10,68.30232558139535,5,43,14,11,58,6,3,22,17,17,5,16,18,25,34,20,8,3,1.2647058823529411,7.4779949967571575,0.08823529411764706
PRV51303,93,49,388.2795698924731,3000,5.483870967741935,200.0,3240.8602150537636,318.6666666666667,2524.0860215053763,775.8064516129032,1.3118279569892473,20,0.0,0,2.6666666666666665,9,72.88172043010752,16,92,20,27,115,15,2,35,59,35,16,42,37,75,76,31,23,12,1.8979591836734695,59.88391376451078,0.04081632653061224
PRV51304,51,39,771.5686274509804,25000,45.21568627450981,1068.0,4548.0392156862745,397.88235294117646,2610.1960784313724,660.0,0.7450980392156863,20,0.0196078431372549,1,2.4313725490196076,9,73.86274509803921,7,50,6,21,54,20,1,21,27,16,4,10,25,33,36,21,10,5,1.3076923076923077,16.69495120916419,0.02564102564102564
PRV51305,49,29,2314.285714285714,35000,239.75510204081633,1068.0,3834.285714285714,523.1020408163265,1858.7755102040817,346.3265306122449,3.0408163265306123,20,0.08163265306122448,2,4.0,10,72.6938775510204,5,49,13,19,56,18,1,27,31,14,5,10,23,31,37,20,15,2,1.6896551724137931,9.612613376282106,0.034482758620689655
PRV51306,17,13,217.64705882352942,1300,5.882352941176471,100.0,6867.058823529412,691.0588235294117,1316.4705882352941,602.3529411764706,3.411764705882353,20,0.0,0,2.3529411764705883,6,73.88235294117646,2,17,2,7,17,8,0,5,7,3,2,4,6,12,11,3,3,2,1.3076923076923077,31.62393162393162,0.0
PRV51307,37,21,187.56756756756758,2400,2.1621621621621623,80.0,573.7837837837837,115.45945945945945,1561.081081081081,447.8378378378378,1.6216216216216217,20,0.0,0,2.810810810810811,9,74.70270270270271,5,37,7,10,37,13,2,10,12,9,4,7,10,24,27,20,16,1,1.7619047619047619,59.31623931623932,0.09523809523809523
PRV51308,35,31,394.0,2300,3.7142857142857144,100.0,3343.1428571428573,482.4,2080.5714285714284,653.4285714285714,1.5714285714285714,20,0.0,0,2.2857142857142856,5,68.94285714285714,6,35,2,15,49,2,3,9,17,10,4,10,14,22,23,13,8,3,1.1290322580645162,83.57575757575758,0.0967741935483871
PRV51309,18,17,210.55555555555554,1000,0.0,0.0,7250.0,534.0,1433.888888888889,438.3333333333333,0.05555555555555555,1,0.0,0,3.0555555555555554,8,74.27777777777777,4,18,2,7,19,8,0,10,14,11,0,7,12,11,14,6,8,1,1.0588235294117647,210.55555555555554,0.0
PRV51311,21,18,762.3809523809524,6000,152.57142857142858,1068.0,2483.3333333333335,356.0,1891.4285714285713,433.8095238095238,3.3333333333333335,20,0.047619047619047616,1,2.9523809523809526,9,73.66666666666667,4,20,2,4,21,5,1,5,14,8,5,3,9,14,16,4,3,0,1.1666666666666667,4.964341085271317,0.05555555555555555
PRV51312,46,29,625.8695652173913,7000,92.8695652173913,1068.0,1591.7391304347825,232.17391304347825,2374.782608695652,465.2173913043478,2.1739130434782608,20,0.021739130434782608,1,2.717391304347826,10,72.1086956521739,3,46,12,20,52,22,3,23,26,16,8,14,22,24,32,13,11,8,1.5862068965517242,6.667438628994905,0.10344827586206896
PRV51313,19,16,261.57894736842104,1400,4.7368421052631575,70.0,8178.9473684210525,281.05263157894734,1882.1052631578948,494.7368421052632,0.10526315789473684,2,0.0,0,2.5789473684210527,9,66.78947368421052,0,19,4,8,23,7,0,5,10,6,1,4,10,11,19,7,4,2,1.1875,45.596330275229356,0.0
PRV51314,30,20,215.33333333333334,1100,0.0,0.0,766.6666666666666,106.8,2037.0,433.3333333333333,0.8666666666666667,20,0.0,0,2.466666666666667,9,71.23333333333333,3,30,5,0,31,4,0,13,19,12,3,7,5,16,25,6,6,1,1.5,215.33333333333334,0.0
PRV51315,47,22,153.40425531914894,2600,7.23404255319149,200.0,2625.531914893617,136.3404255319149,1481.4893617021276,678.2978723404256,1.297872340425532,20,0.0,0,2.617021276595745,8,71.59574468085107,13,47,7,21,67,7,4,12,20,17,3,8,18,30,40,11,11,3,2.1363636363636362,18.63049095607235,0.18181818181818182
PRV51316,3,3,7000.0,12000,1068.0,1068.0,7093.333333333333,1068.0,276.6666666666667,6.666666666666667,9.333333333333334,19,1.0,1,9.333333333333334,10,79.0,1,3,3,0,6,0,0,2,1,1,0,0,1,2,2,0,0,0,1.0,6.5481758652946676,0.0
PRV51318,3,3,4333.333333333333,6000,1068.0,1068.0,7040.0,1780.0,1163.3333333333333,286.6666666666667,3.6666666666666665,6,0.6666666666666666,2,7.333333333333333,9,79.0,0,3,1,0,3,1,0,1,3,2,0,1,3,3,3,2,2,2,1.0,4.053632678515746,0.0
PRV51322,12,11,70.83333333333333,200,0.0,0.0,1083.3333333333333,178.0,2354.1666666666665,430.0,0.08333333333333333,1,0.0,0,3.0,8,70.0,2,12,1,4,12,5,0,3,5,3,1,3,5,8,6,3,3,1,1.0909090909090908,70.83333333333333,0.0
PRV51323,76,32,274.4736842105263,7500,4.2105263157894735,70.0,1721.0526315789473,379.42105263157896,2085.9210526315787,490.7894736842105,0.8947368421052632,20,0.0,0,2.1710526315789473,9,70.07894736842105,8,75,7,34,75,39,0,22,39,20,13,25,38,57,51,18,16,3,2.375,52.676767676767675,0.0
PRV51324,28,25,333.2142857142857,3300,0.0,0.0,12178.57142857143,707.7142857142857,1983.5714285714287,515.3571428571429,0.9285714285714286,17,0.0,0,2.4642857142857144,8,70.60714285714286,4,28,6,10,36,4,0,14,10,9,3,11,10,19,20,13,8,1,1.12,333.2142857142857,0.0
PRV51325,15,5,1009.3333333333334,3300,0.0,0.0,73053.33333333333,1495.2,13095.333333333334,3000.6666666666665,4.466666666666667,20,0.0,0,2.7333333333333334,9,69.53333333333333,7,15,2,7,15,8,0,1,15,13,0,6,8,10,14,2,3,0,3.0,1009.3333333333334,0.0
PRV51326,44,22,318.1818181818182,3300,2.0454545454545454,70.0,1863.6363636363637,242.72727272727272,1581.1363636363637,465.22727272727275,2.4545454545454546,20,0.0,0,3.3863636363636362,9,69.20454545454545,8,44,8,14,49,14,0,13,26,8,6,7,17,29,19,8,5,0,2.0,104.47761194029852,0.0
PRV51327,41,27,219.26829268292684,3100,3.658536585365854,80.0,680.4878048780488,130.2439024390244,1844.1463414634147,454.8780487804878,0.5609756097560976,20,0.0,0,2.6341463414634148,10,75.14634146341463,2,41,10,17,41,23,0,16,17,15,4,4,12,29,26,9,6,3,1.5185185185185186,47.068062827225134,0.0
PRV51328,7,5,78.57142857142857,200,0.0,0.0,0.0,0.0,1475.7142857142858,627.1428571428571,0.14285714285714285,1,0.0,0,3.142857142857143,9,70.14285714285714,3,7,1,2,7,3,0,0,1,0,0,1,1,3,6,0,2,0,1.4,78.57142857142857,0.0
PRV51329,74,28,261.6216216216216,3000,3.2432432432432434,100.0,2227.027027027027,187.6216216216216,1877.972972972973,543.2432432432432,1.5945945945945945,20,0.0,0,2.581081081081081,8,67.52702702702703,3,74,11,28,101,7,5,21,31,19,13,21,43,36,41,30,24,9,2.642857142857143,61.656050955414,0.17857142857142858
PRV51330,19,9,200.52631578947367,500,1.0526315789473684,20.0,210.52631578947367,56.21052631578947,1444.2105263157894,508.42105263157896,1.4210526315789473,20,0.0,0,2.6842105263157894,9,77.3157894736842,2,19,3,12,19,13,0,9,15,2,0,5,8,16,14,3,6,1,2.111111111111111,97.6923076923077,0.0
PRV51331,5,4,64.0,100,8.0,40.0,4000.0,427.2,640.0,182.0,0.0,0,0.0,0,5.0,9,72.4,1,5,0,1,5,1,0,3,3,3,0,4,2,4,4,4,4,1,1.25,7.111111111111111,0.0
PRV51334,2,2,7500.0,10000,1068.0,1068.0,8100.0,1068.0,1550.0,400.0,4.5,6,0.5,1,9.5,10,56.5,0,2,1,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,1.0,7.015902712815715,0.0
PRV51335,142,92,324.50704225352115,3300,2.816901408450704,100.0,6220.281690140845,413.6619718309859,2078.3098591549297,578.3802816901408,1.9295774647887325,20,0.0,0,2.591549295774648,9,77.27464788732394,26,141,15,56,162,46,1,53,85,59,30,49,66,90,106,40,47,23,1.5434782608695652,85.01845018450186,0.010869565217391304
PRV51336,69,69,1876.0869565217392,28000,155.07246376811594,1068.0,5658.260869565217,526.2608695652174,2166.521739130435,803.6231884057971,2.550724637681159,20,0.11594202898550725,3,3.652173913043478,10,71.73913043478261,12,69,18,39,117,4,2,34,38,29,14,19,31,53,47,20,21,7,1.0,12.020614727458447,0.028985507246376812
PRV51337,168,155,2256.5476190476193,49000,249.71428571428572,1068.0,6258.988095238095,705.6428571428571,2115.0,657.202380952381,2.1964285714285716,35,0.13095238095238096,2,3.738095238095238,10,73.39285714285714,31,167,45,67,206,58,4,63,104,68,30,45,82,126,130,59,50,14,1.0838709677419356,9.000474833808168,0.025806451612903226
PRV51338,128,124,889.53125,18000,61.921875,1068.0,5024.6875,633.59375,2170.859375,662.5,1.6875,21,0.03125,1,3.2734375,10,75.34375,19,128,22,48,191,7,1,48,74,57,12,40,57,90,102,40,44,17,1.032258064516129,14.137074745468091,0.008064516129032258
PRV51340,151,141,286.158940397351,3010,0.06622516556291391,10.0,4027.019867549669,594.2516556291391,2769.337748344371,743.1125827814569,1.7417218543046358,20,0.0,0,2.662251655629139,9,75.3907284768212,32,151,27,49,204,18,0,54,94,64,21,51,74,111,115,49,48,17,1.070921985815603,268.3850931677019,0.0
PRV51341,71,70,204.64788732394365,2800,0.9859154929577465,70.0,4572.112676056338,315.88732394366195,2755.774647887324,661.4084507042254,2.408450704225352,20,0.0,0,2.9014084507042255,9,73.95774647887323,9,71,18,29,115,3,2,17,39,26,12,14,20,42,50,20,18,6,1.0142857142857142,103.04964539007092,0.02857142857142857
PRV51342,207,179,1723.574879227053,57000,141.8647342995169,1068.0,4841.256038647343,551.4009661835748,2272.995169082126,740.0483091787439,1.9758454106280192,20,0.12560386473429952,3,3.314009661835749,10,74.57971014492753,44,207,50,72,302,14,5,79,131,89,21,67,93,138,150,67,66,25,1.1564245810055866,12.064383052108342,0.027932960893854747
PRV51344,33,33,795.4545454545455,10000,64.72727272727273,1068.0,2932.7272727272725,388.3636363636364,2906.6666666666665,759.6969696969697,2.1818181818181817,20,0.0,0,2.393939393939394,9,73.78787878787878,5,33,4,12,39,8,0,10,15,11,7,5,14,17,23,13,14,3,1.0,12.10235131396957,0.0
PRV51345,49,47,308.57142857142856,3200,4.489795918367347,100.0,5650.408163265306,523.1020408163265,3125.1020408163267,949.5918367346939,2.4285714285714284,20,0.0,0,2.5918367346938775,8,72.16326530612245,10,49,5,13,63,3,0,17,33,16,5,12,23,32,39,12,16,8,1.0425531914893618,56.20817843866171,0.0
PRV51346,266,246,392.81954887218046,15000,21.8796992481203,1068.0,4817.857142857143,595.5488721804511,2252.3684210526317,686.390977443609,1.3082706766917294,20,0.03007518796992481,3,2.8345864661654137,10,73.69172932330827,54,266,65,112,370,43,3,116,154,123,36,90,119,184,198,90,96,27,1.08130081300813,17.16891225764049,0.012195121951219513
PRV51347,2067,947,288.7760038703435,13800,2.4625060474117078,200.0,3412.88824383164,427.2491533623609,2269.661344944364,708.2196419932269,1.2520561199806484,20,0.0004837929366231253,1,2.6434446057087566,10,73.35849056603773,416,2065,371,832,2714,374,25,849,1133,814,316,600,856,1432,1524,626,654,204,2.1826821541710664,83.40086628475619,0.026399155227032733
PRV51348,55,54,2769.6363636363635,28000,371.6727272727273,1068.0,9696.545454545454,1105.6,2743.4545454545455,941.6363636363636,4.218181818181818,20,0.21818181818181817,3,4.7272727272727275,10,75.0,14,54,13,11,76,1,0,26,38,35,6,23,28,41,41,23,19,7,1.0185185185185186,7.431819290627896,0.0
PRV51349,30,28,1349.3333333333333,14000,180.33333333333334,1068.0,4467.0,640.8,1509.3333333333333,393.6666666666667,3.1,35,0.06666666666666667,1,3.466666666666667,9,76.33333333333333,4,30,6,9,43,2,0,10,19,9,5,12,18,19,25,7,12,2,1.0714285714285714,7.441176470588235,0.0
PRV51350,239,232,892.8033472803347,13000,97.14644351464435,1068.0,4216.610878661088,719.2887029288703,2581.673640167364,786.4853556485356,1.493723849372385,20,0.07531380753138076,3,3.1548117154811717,10,75.35146443514644,53,237,56,94,366,8,1,106,148,102,42,80,113,170,190,73,68,26,1.0301724137931034,9.096644924755937,0.004310344827586207
PRV51351,32,32,338.75,3300,0.0,0.0,9223.75,667.5,2482.8125,826.5625,3.03125,20,0.0,0,3.09375,9,76.03125,9,31,2,10,36,6,0,15,21,16,3,12,10,25,23,12,7,7,1.0,338.75,0.0
PRV51352,4,4,1475.0,2600,0.0,0.0,750.0,267.0,4315.0,1602.5,6.25,20,0.0,0,3.25,4,85.0,1,4,2,2,6,1,0,1,3,1,0,1,1,1,2,0,1,1,1.0,1475.0,0.0
PRV51353,18,17,2845.0,14000,299.44444444444446,1068.0,6392.222222222223,652.6666666666666,1273.3333333333333,391.1111111111111,3.3333333333333335,20,0.3888888888888889,3,3.611111111111111,9,70.5,1,18,3,9,28,1,0,7,8,4,4,3,5,10,16,6,7,1,1.0588235294117647,9.46930473372781,0.0
PRV51354,4,4,2610.0,10000,0.0,0.0,6000.0,534.0,507.5,392.5,9.25,20,0.5,2,5.0,9,73.75,0,4,2,2,8,0,0,3,2,1,1,0,1,2,2,1,1,2,1.0,2610.0,0.0
PRV51355,74,69,1960.2702702702702,25000,219.59459459459458,1068.0,6119.189189189189,707.1891891891892,1602.7027027027027,586.8918918918919,2.175675675675676,20,0.14864864864864866,2,3.2162162162162162,10,74.21621621621621,12,74,22,24,102,17,0,32,39,34,9,24,29,49,60,19,23,4,1.0724637681159421,8.886302376868414,0.0
PRV51356,95,91,1976.842105263158,39000,181.66315789473686,1068.0,7153.789473684211,615.4947368421052,1885.2631578947369,537.3684210526316,1.3157894736842106,20,0.1368421052631579,2,3.2,10,73.71578947368421,17,95,24,35,136,14,1,34,53,33,12,26,42,67,71,32,32,11,1.043956043956044,10.822336195470523,0.01098901098901099
PRV51357,161,149,1274.0993788819876,33000,80.34782608695652,1068.0,3895.9627329192544,563.304347826087,2083.8509316770187,640.5590062111801,1.763975155279503,35,0.08695652173913043,3,2.906832298136646,10,72.7888198757764,20,161,34,74,250,9,1,71,89,60,17,47,76,103,116,55,52,10,1.080536912751678,15.66236542719707,0.006711409395973154
PRV51358,17,17,3600.5882352941176,16000,443.29411764705884,1068.0,8630.0,879.5294117647059,1500.5882352941176,607.6470588235294,1.1764705882352942,5,0.35294117647058826,2,4.588235294117647,10,79.11764705882354,3,17,5,2,23,1,0,8,10,9,4,2,8,12,13,9,4,1,1.0,8.104064610088706,0.0
PRV51360,29,29,3249.310344827586,32000,336.62068965517244,1068.0,7041.379310344828,662.8965517241379,1626.551724137931,546.2068965517242,2.896551724137931,15,0.3448275862068966,4,3.5172413793103448,9,70.75862068965517,5,29,10,10,42,6,1,8,14,9,5,4,12,16,19,8,4,5,1.0,9.624144622612603,0.034482758620689655
PRV51361,32,32,245.9375,2800,4.0625,70.0,7986.875,855.0,1961.5625,622.8125,0.6875,20,0.0,0,2.78125,9,80.0625,6,32,6,7,44,0,0,13,20,13,5,9,12,21,19,8,9,5,1.0,48.58024691358025,0.0
PRV51362,44,44,3439.090909090909,57000,145.63636363636363,1068.0,8124.772727272727,911.5454545454545,3132.9545454545455,846.8181818181819,2.1136363636363638,20,0.09090909090909091,1,3.25,10,77.22727272727273,7,43,8,12,58,5,1,22,25,20,3,17,21,35,31,17,15,5,1.0,23.453192808431496,0.022727272727272728
PRV51363,3,3,50.0,100,0.0,0.0,0.0,0.0,3366.6666666666665,926.6666666666666,0.3333333333333333,1,0.0,0,4.0,9,78.33333333333333,1,3,2,1,4,2,0,1,2,1,1,1,0,2,3,0,1,0,1.0,50.0,0.0
PRV51364,23,23,2427.391304347826,18000,282.95652173913044,1068.0,5031.739130434783,650.0869565217391,2069.1304347826085,613.0434782608696,1.608695652173913,16,0.21739130434782608,1,4.478260869565218,10,72.0,5,23,8,6,36,1,0,17,18,12,6,8,12,16,19,6,8,3,1.0,8.548461185117134,0.0
PRV51366,57,53,321.7543859649123,4100,3.1578947368421053,100.0,2835.2631578947367,337.2631578947368,2067.3684210526317,480.0,0.8596491228070176,20,0.0,0,2.2982456140350878,9,69.21052631578948,12,56,12,20,65,21,0,26,40,31,8,16,24,43,37,19,21,7,1.0754716981132075,77.38396624472574,0.0
PRV51368,4,4,142.5,300,15.0,60.0,0.0,0.0,592.5,252.5,3.25,13,0.0,0,3.5,10,70.25,1,4,0,2,4,2,0,1,4,1,0,1,1,2,3,1,2,1,1.0,8.90625,0.0
PRV51369,2083,963,288.96303408545367,6060,3.014882381180989,200.0,4284.287085933749,467.7657225156025,2633.202112337974,768.0316850696112,1.5885741718674988,20,0.0009601536245799327,2,2.6044167066730677,10,73.95775324051849,448,2081,380,806,2490,593,16,800,1229,923,278,649,900,1515,1593,689,602,251,2.1630321910695742,71.97297620471123,0.016614745586708203
PRV51371,46,45,2024.5652173913043,13000,256.4782608695652,1068.0,5269.130434782609,696.5217391304348,2066.086956521739,561.9565217391304,2.0217391304347827,18,0.21739130434782608,2,3.5652173913043477,9,74.8913043478261,6,45,10,15,58,10,1,18,25,18,10,20,19,30,33,13,14,6,1.0222222222222221,7.863053022627491,0.022222222222222223
PRV51376,51,48,380.7843137254902,6000,1.7647058823529411,80.0,2971.764705882353,356.0,2721.176470588235,740.1960784313726,1.8823529411764706,20,0.0,0,2.823529411764706,10,74.66666666666667,10,51,16,15,62,17,0,15,31,19,11,13,21,33,38,17,17,5,1.0625,137.7304964539007,0.0
PRV51377,95,94,1304.7368421052631,57000,38.252631578947366,1068.0,5928.9473684210525,517.1368421052632,2451.684210526316,657.3684210526316,1.5789473684210527,20,0.031578947368421054,2,2.473684210526316,10,73.03157894736842,21,95,14,40,117,27,1,39,53,37,12,30,37,58,67,30,30,7,1.0106382978723405,33.23947438991687,0.010638297872340425
PRV51378,161,133,7548.88198757764,57000,696.7701863354038,1068.0,17521.86335403727,1533.9130434782608,2086.583850931677,596.5217391304348,4.484472049689441,31,0.5590062111801242,3,6.763975155279503,10,73.19875776397515,41,161,82,34,266,4,1,66,110,85,26,60,90,131,138,58,63,27,1.2105263157894737,10.818579147417239,0.007518796992481203
