Provider,IP_NumClaims,IP_NumBeneficiaries,IP_AvgReimbursement,IP_TotalReimbursement,IP_MaxReimbursement,IP_StdReimbursement,IP_MedianReimbursement,IP_AvgDeductible,IP_TotalDeductible,IP_AvgClaimDuration,IP_TotalClaimDuration,IP_MaxClaimDuration,IP_StdClaimDuration,IP_AvgAdmissionDuration,IP_TotalAdmissionDuration,IP_MaxAdmissionDuration,IP_StdAdmissionDuration,IP_NumAttendingPhysicians,IP_NumOperatingPhysicians,IP_NumOtherPhysicians,IP_ClaimsPerBeneficiary,IP_ReimbursementPerDay,IP_ReimbursementPerBeneficiary,IP_TotalPhysicians,IP_TotalUniqueDiagnoses,IP_TotalUniqueProcedures,OP_NumClaims,OP_NumBeneficiaries,OP_AvgReimbursement,OP_TotalReimbursement,OP_MaxReimbursement,OP_StdReimbursement,OP_MedianReimbursement,OP_AvgDeductible,OP_TotalDeductible,OP_AvgClaimDuration,OP_TotalClaimDuration,OP_MaxClaimDuration,OP_StdClaimDuration,OP_NumAttendingPhysicians,OP_NumOperatingPhysicians,OP_NumOtherPhysicians,OP_ClaimsPerBeneficiary,OP_ReimbursementPerDay,OP_ReimbursementPerBeneficiary,OP_TotalUniqueDiagnoses,OP_TotalUniqueProcedures,PotentialFraud
PRV52300,3.0,3.0,18333.333333333332,55000.0,31000.0,13576.941236277533,20000.0,1068.0,3204.0,5.666666666666667,17.0,9.0,3.0550504633038935,5.666666666666667,17.0,9.0,3.0550504633038935,2.0,1.0,0.0,1.0,3235.294117647059,18333.333333333332,3.0,18.0,6.0,18.0,17.0,231.11111111111111,4160.0,2700.0,631.3653634958306,45.0,1.1111111111111112,20.0,2.2777777777777777,41.0,20.0,6.451680634263909,11.0,1.0,5.0,1.0588235294117647,101.46341463414635,244.7058823529412,39.0,0.0,0
PRV52302,11.0,8.0,11545.454545454546,127000.0,57000.0,15351.63598033536,8000.0,1068.0,10680.0,5.818181818181818,64.0,21.0,5.455605957511628,5.818181818181818,64.0,21.0,5.455605957511628,3.0,2.0,0.0,1.375,1984.375,15875.0,5.0,89.0,10.0,35.0,25.0,265.14285714285717,9280.0,2200.0,513.4449476679212,70.0,0.0,0.0,1.0285714285714285,36.0,20.0,3.807776209793001,10.0,5.0,6.0,1.4,257.77777777777777,371.2,69.0,0.0,0
PRV52303,23.0,23.0,11217.391304347826,258000.0,57000.0,13375.542543759522,8000.0,1068.0,23496.0,4.304347826086956,99.0,11.0,2.7705395373578843,4.304347826086956,99.0,11.0,2.7705395373578843,16.0,6.0,4.0,1.0,2606.060606060606,11217.391304347826,26.0,149.0,11.0,369.0,294.0,242.1138211382114,89340.0,3300.0,501.36756243470495,70.0,3.116531165311653,1150.0,0.9728997289972899,359.0,20.0,3.7538853051125765,144.0,56.0,92.0,1.2551020408163265,248.85793871866295,303.8775510204082,740.0,0.0,0
PRV52304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,88.0,343.04347826086956,63120.0,6300.0,740.0069991257169,80.0,4.293478260869565,790.0,1.2554347826086956,231.0,20.0,4.601612075100693,41.0,20.0,28.0,2.090909090909091,273.24675324675326,717.2727272727273,397.0,0.0,0
PRV52306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,468.6666666666667,7030.0,2400.0,715.0111554241321,100.0,0.0,0.0,0.5333333333333333,8.0,8.0,2.065591117977289,11.0,3.0,5.0,1.0,878.75,468.6666666666667,38.0,0.0,0
PRV52307,53.0,52.0,14528.301886792453,770000.0,63000.0,15516.249266228198,9000.0,1068.0,54468.0,5.60377358490566,297.0,23.0,4.7204123949629215,5.60377358490566,297.0,23.0,4.7204123949629215,41.0,26.0,11.0,1.0192307692307692,2592.5925925925926,14807.692307692309,78.0,368.0,30.0,122.0,116.0,298.8524590163934,36460.0,3400.0,615.1210278296463,80.0,2.9508196721311477,360.0,1.360655737704918,166.0,20.0,4.60338641747607,70.0,16.0,38.0,1.0517241379310345,219.63855421686748,314.3103448275862,295.0,0.0,1
PRV52308,40.0,32.0,9117.5,364700.0,44000.0,8207.778908778222,6500.0,1068.0,42720.0,4.8,192.0,19.0,3.749871792680179,4.8,192.0,19.0,3.749871792680179,16.0,16.0,9.0,1.25,1899.4791666666667,11396.875,41.0,295.0,26.0,47.0,40.0,214.04255319148936,10060.0,3300.0,505.9414795789696,80.0,2.5531914893617023,120.0,1.3829787234042554,65.0,20.0,4.435789187611238,28.0,8.0,14.0,1.175,154.76923076923077,251.5,121.0,0.0,1
PRV52309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,88.0,266.70588235294116,45340.0,3300.0,536.6340157212348,80.0,1.2352941176470589,210.0,1.9470588235294117,331.0,20.0,5.683217028702659,4.0,4.0,3.0,1.9318181818181819,136.97885196374622,515.2272727272727,396.0,0.0,0
PRV52310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,190.0,235.2202643171806,106790.0,5200.0,515.8039396281426,70.0,3.303964757709251,1500.0,0.8524229074889867,387.0,20.0,3.464456015771249,3.0,4.0,3.0,2.389473684210526,275.9431524547804,562.0526315789474,863.0,0.0,0
PRV52311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,277.5,7770.0,1200.0,353.3922906786608,90.0,0.0,0.0,0.75,21.0,20.0,3.7773692589576835,16.0,3.0,7.0,1.2173913043478262,370.0,337.82608695652175,73.0,0.0,0
PRV52312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,112.0,372.94392523364485,79810.0,3200.0,703.4624138736035,80.0,2.5700934579439254,550.0,1.144859813084112,245.0,20.0,4.157977425544201,5.0,5.0,2.0,1.9107142857142858,325.7551020408163,712.5892857142857,464.0,0.0,0
PRV52313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,196.0,291.07142857142856,146700.0,4200.0,566.0922892755909,80.0,2.9365079365079363,1480.0,1.626984126984127,820.0,20.0,5.0865028227604805,7.0,7.0,6.0,2.5714285714285716,178.90243902439025,748.469387755102,1048.0,0.0,0
PRV52314,40.0,35.0,10300.0,412000.0,57000.0,9997.948507517647,8000.0,1068.0,40584.0,5.825,233.0,22.0,4.887910255586396,5.825,233.0,22.0,4.887910255586396,29.0,22.0,4.0,1.1428571428571428,1768.2403433476395,11771.42857142857,55.0,292.0,29.0,183.0,161.0,235.95628415300547,43180.0,3300.0,518.698750415711,80.0,2.7868852459016393,510.0,1.530054644808743,280.0,20.0,5.0074585575707715,79.0,32.0,51.0,1.1366459627329193,154.21428571428572,268.19875776397515,383.0,0.0,0
PRV52315,5.0,5.0,8000.0,40000.0,15000.0,5244.044240850758,6000.0,1068.0,5340.0,8.8,44.0,30.0,11.945710527214361,8.8,44.0,30.0,11.945710527214361,5.0,2.0,1.0,1.0,909.0909090909091,8000.0,8.0,37.0,2.0,80.0,61.0,274.125,21930.0,2900.0,536.0773932176095,90.0,1.75,140.0,1.1,88.0,20.0,3.9765133254961063,24.0,10.0,16.0,1.3114754098360655,249.20454545454547,359.5081967213115,236.0,0.0,0
PRV52317,2.0,2.0,12000.0,24000.0,12000.0,0.0,12000.0,1068.0,2136.0,4.0,8.0,5.0,1.4142135623730951,4.0,8.0,5.0,1.4142135623730951,2.0,1.0,0.0,1.0,3000.0,12000.0,3.0,11.0,2.0,23.0,19.0,199.56521739130434,4590.0,1900.0,416.84396754736946,80.0,9.130434782608695,210.0,1.826086956521739,42.0,20.0,5.749720735613983,13.0,4.0,10.0,1.2105263157894737,109.28571428571429,241.57894736842104,57.0,0.0,0
PRV52318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,256.4102564102564,10000.0,1600.0,401.86071938766884,80.0,2.8205128205128207,110.0,1.5128205128205128,59.0,20.0,5.1343620260267,24.0,5.0,12.0,1.054054054054054,169.4915254237288,270.27027027027026,86.0,0.0,0
PRV52319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,258.0,7740.0,2600.0,487.31778203719915,80.0,2.0,60.0,1.3666666666666667,41.0,20.0,4.172845992624328,19.0,5.0,9.0,1.0344827586206897,188.78048780487805,266.8965517241379,70.0,0.0,0
PRV52320,69.0,62.0,11536.231884057972,796000.0,57000.0,12827.56649030073,7000.0,1068.0,72624.0,5.797101449275362,400.0,35.0,6.120312636538142,5.797101449275362,400.0,35.0,6.120312636538142,1.0,1.0,0.0,1.1129032258064515,1990.0,12838.709677419354,2.0,473.0,38.0,297.0,233.0,263.2996632996633,78200.0,3300.0,541.3951145269695,80.0,2.0202020202020203,600.0,1.3771043771043772,409.0,20.0,4.709021068638305,89.0,31.0,52.0,1.2746781115879828,191.19804400977995,335.6223175965665,624.0,0.0,1
PRV52321,33.0,28.0,11121.212121212122,367000.0,46000.0,8988.734531893157,9000.0,1068.0,34176.0,5.515151515151516,182.0,35.0,6.586545054698689,5.515151515151516,182.0,35.0,6.586545054698689,14.0,16.0,5.0,1.1785714285714286,2016.4835164835165,13107.142857142857,35.0,240.0,31.0,117.0,110.0,198.54700854700855,23230.0,2300.0,377.8575378258796,90.0,1.0256410256410255,120.0,1.1452991452991452,134.0,20.0,4.013479351456567,42.0,11.0,27.0,1.0636363636363637,173.3582089552239,211.1818181818182,280.0,0.0,1
PRV52323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,179.0,261.94736842105266,49770.0,3300.0,617.9946211033028,60.0,2.3157894736842106,440.0,1.1157894736842104,212.0,20.0,4.478905662578767,73.0,22.0,45.0,1.0614525139664805,234.76415094339623,278.0446927374302,411.0,0.0,0
PRV52325,27.0,23.0,9477.777777777777,255900.0,32000.0,7110.249012913755,8000.0,1068.0,28836.0,6.555555555555555,177.0,35.0,6.629382923675321,6.555555555555555,177.0,35.0,6.629382923675321,20.0,12.0,2.0,1.173913043478261,1445.7627118644068,11126.08695652174,34.0,208.0,17.0,103.0,94.0,251.45631067961165,25900.0,3300.0,522.0592855053283,70.0,1.7475728155339805,180.0,2.378640776699029,245.0,20.0,5.78896262990856,43.0,8.0,33.0,1.0957446808510638,105.71428571428571,275.531914893617,224.0,0.0,1
PRV52326,8.0,7.0,8250.0,66000.0,16000.0,3882.1937833431975,8000.0,1068.0,8544.0,2.75,22.0,5.0,1.7525491637693282,2.75,22.0,5.0,1.7525491637693282,1.0,1.0,0.0,1.1428571428571428,3000.0,9428.57142857143,2.0,48.0,2.0,6.0,6.0,795.0,4770.0,3200.0,1191.868281312998,350.0,0.0,0.0,4.666666666666667,28.0,20.0,8.164965809277259,5.0,1.0,3.0,1.0,170.35714285714286,795.0,25.0,0.0,0
PRV52328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,558.8571428571429,19560.0,3300.0,1047.5483182133398,70.0,2.2857142857142856,80.0,0.9142857142857143,32.0,20.0,3.559340888847992,15.0,6.0,8.0,1.25,611.25,698.5714285714286,100.0,0.0,0
PRV52331,9.0,8.0,6111.111111111111,55000.0,13000.0,3295.619988880865,4000.0,1068.0,8544.0,5.333333333333333,48.0,19.0,5.894913061275798,5.333333333333333,48.0,19.0,5.894913061275798,3.0,2.0,1.0,1.125,1145.8333333333333,6875.0,6.0,70.0,12.0,52.0,41.0,258.2692307692308,13430.0,2000.0,460.04143527724295,70.0,4.615384615384615,240.0,0.6346153846153846,33.0,20.0,2.983804954421985,24.0,11.0,14.0,1.2682926829268293,406.969696969697,327.5609756097561,138.0,0.0,0
PRV52332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,62.0,322.65625,20650.0,3500.0,670.6387435905876,90.0,3.59375,230.0,1.484375,95.0,20.0,4.97291772647464,46.0,9.0,17.0,1.032258064516129,217.3684210526316,333.06451612903226,171.0,0.0,0
PRV52334,8.0,8.0,11625.0,93000.0,34000.0,9575.82521621132,8500.0,1068.0,8544.0,4.75,38.0,13.0,3.99106144134257,4.75,38.0,13.0,3.99106144134257,5.0,4.0,1.0,1.0,2447.3684210526317,11625.0,10.0,64.0,7.0,59.0,43.0,355.59322033898303,20980.0,3300.0,808.594504715863,90.0,0.3389830508474576,20.0,0.3728813559322034,22.0,14.0,2.0248312410288434,31.0,11.0,15.0,1.372093023255814,953.6363636363636,487.90697674418607,149.0,0.0,0
PRV52335,2.0,2.0,13000.0,26000.0,22000.0,12727.922061357855,13000.0,1068.0,2136.0,5.5,11.0,7.0,2.1213203435596424,5.5,11.0,7.0,2.1213203435596424,1.0,2.0,0.0,1.0,2363.6363636363635,13000.0,3.0,13.0,2.0,240.0,85.0,349.4583333333333,83870.0,6700.0,729.0081230308134,90.0,1.6666666666666667,400.0,1.3625,327.0,20.0,4.5690712550682795,11.0,8.0,10.0,2.823529411764706,256.4831804281346,986.7058823529412,536.0,0.0,0
PRV52336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,78.0,313.48837209302326,26960.0,3300.0,629.6605386879887,80.0,4.3023255813953485,370.0,1.302325581395349,112.0,20.0,4.72557439382486,20.0,10.0,16.0,1.1025641025641026,240.71428571428572,345.64102564102564,204.0,0.0,0
PRV52337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,226.0,266.22250970245796,205790.0,8100.0,600.2004951373525,70.0,2.4579560155239326,1900.0,1.1746442432082795,908.0,20.0,4.2920312695284455,5.0,3.0,4.0,3.420353982300885,226.6409691629956,910.5752212389381,1392.0,0.0,1
PRV52340,224.0,176.0,9265.17857142857,2075400.0,57000.0,9193.009723189669,7000.0,1068.0,238164.0,5.419642857142857,1214.0,35.0,5.063964651186748,5.419642857142857,1214.0,35.0,5.063964651186748,4.0,4.0,0.0,1.2727272727272727,1709.5551894563428,11792.045454545454,8.0,1184.0,92.0,1519.0,624.0,305.9447004608295,464730.0,6010.0,618.013743955008,80.0,2.9163923633969717,4430.0,1.5938117182356815,2421.0,20.0,5.015153705174872,36.0,36.0,50.0,2.434294871794872,191.95786864931847,744.7596153846154,2319.0,0.0,1
PRV52341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,122.0,336.6666666666667,45450.0,3300.0,668.5750050020063,80.0,2.0,270.0,1.511111111111111,204.0,20.0,4.747138441533444,70.0,22.0,37.0,1.1065573770491803,222.7941176470588,372.5409836065574,278.0,0.0,0
PRV52342,51.0,45.0,11705.882352941177,597000.0,57000.0,13491.173585195706,7000.0,1068.0,53400.0,6.607843137254902,337.0,26.0,6.37519703655518,6.607843137254902,337.0,26.0,6.37519703655518,5.0,6.0,0.0,1.1333333333333333,1771.513353115727,13266.666666666666,11.0,356.0,37.0,167.0,148.0,330.47904191616766,55190.0,3300.0,657.2403132625006,80.0,2.874251497005988,480.0,1.311377245508982,219.0,20.0,4.532219583915646,73.0,22.0,40.0,1.1283783783783783,252.00913242009133,372.9054054054054,355.0,0.0,0
PRV52343,42.0,38.0,9623.809523809523,404200.0,34000.0,8002.737626825555,7000.0,1068.0,44856.0,5.214285714285714,219.0,35.0,6.376541283928505,5.214285714285714,219.0,35.0,6.376541283928505,4.0,5.0,2.0,1.105263157894737,1845.662100456621,10636.842105263158,11.0,308.0,23.0,219.0,154.0,354.52054794520546,77640.0,3300.0,657.4604486570444,80.0,3.6073059360730593,790.0,1.3835616438356164,303.0,20.0,4.6223335094968485,6.0,6.0,4.0,1.422077922077922,256.23762376237624,504.15584415584414,494.0,0.0,1
PRV52344,23.0,18.0,10826.08695652174,249000.0,22000.0,5157.978584969498,10000.0,1068.0,24564.0,3.5652173913043477,82.0,9.0,2.370770625700385,3.5652173913043477,82.0,9.0,2.370770625700385,1.0,1.0,0.0,1.2777777777777777,3036.5853658536585,13833.333333333334,2.0,177.0,18.0,107.0,43.0,216.3551401869159,23150.0,3300.0,463.3214632908459,60.0,4.859813084112149,520.0,0.2523364485981308,27.0,20.0,2.014538937577891,21.0,11.0,11.0,2.488372093023256,857.4074074074074,538.3720930232558,235.0,0.0,0
PRV52346,19.0,18.0,10578.947368421053,201000.0,28000.0,6551.639230619092,9000.0,1068.0,18156.0,5.052631578947368,96.0,14.0,3.865426298331952,5.052631578947368,96.0,14.0,3.865426298331952,15.0,10.0,1.0,1.0555555555555556,2093.75,11166.666666666666,26.0,148.0,20.0,49.0,41.0,337.55102040816325,16540.0,2800.0,619.5143615911475,80.0,4.6938775510204085,230.0,1.653061224489796,81.0,20.0,5.528528362081552,27.0,8.0,15.0,1.1951219512195121,204.19753086419752,403.4146341463415,111.0,0.0,0
PRV52347,50.0,46.0,12528.0,626400.0,100000.0,15075.74129222852,8500.0,1068.0,53400.0,5.08,254.0,26.0,4.566247063497326,5.08,254.0,26.0,4.566247063497326,33.0,20.0,6.0,1.0869565217391304,2466.1417322834645,13617.391304347826,59.0,372.0,29.0,347.0,302.0,255.5907780979827,88690.0,4500.0,548.6824836748384,70.0,4.438040345821325,1540.0,1.7262247838616716,599.0,20.0,5.322270625239356,89.0,38.0,64.0,1.1490066225165563,148.06343906510853,293.6754966887417,690.0,1.0,1
PRV52348,9.0,8.0,9444.444444444445,85000.0,22000.0,6306.9626428081665,6000.0,1068.0,9612.0,7.333333333333333,66.0,35.0,10.5,7.333333333333333,66.0,35.0,10.5,2.0,2.0,0.0,1.125,1287.878787878788,10625.0,4.0,72.0,4.0,58.0,32.0,306.7241379310345,17790.0,3300.0,623.2410700017796,70.0,4.482758620689655,260.0,2.3793103448275863,138.0,20.0,5.952524412755692,9.0,4.0,6.0,1.8125,128.91304347826087,555.9375,149.0,0.0,0
PRV52349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,94.0,206.16161616161617,20410.0,2100.0,351.9673775198175,80.0,1.9191919191919191,190.0,1.5151515151515151,150.0,20.0,5.17719417422461,57.0,15.0,25.0,1.053191489361702,136.06666666666666,217.12765957446808,221.0,0.0,0
PRV52350,7.0,7.0,4285.714285714285,30000.0,9000.0,3093.772546815388,4000.0,1068.0,7476.0,3.7142857142857144,26.0,5.0,1.6035674514745464,3.7142857142857144,26.0,5.0,1.6035674514745464,3.0,2.0,1.0,1.0,1153.8461538461538,4285.714285714285,6.0,52.0,2.0,33.0,23.0,262.42424242424244,8660.0,1500.0,345.18138622170716,100.0,5.454545454545454,180.0,1.5454545454545454,51.0,20.0,5.044123493549876,14.0,5.0,6.0,1.434782608695652,169.80392156862746,376.5217391304348,83.0,0.0,0
PRV52351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,362.0,244.0,103700.0,3300.0,503.7477468464056,70.0,3.388235294117647,1440.0,1.275294117647059,542.0,20.0,4.522165167532221,113.0,34.0,68.0,1.1740331491712708,191.32841328413284,286.4640883977901,840.0,0.0,0
PRV52352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,301.875,9660.0,2700.0,533.4273690621022,90.0,1.5625,50.0,1.4375,46.0,20.0,4.9248382976565335,17.0,6.0,8.0,1.0,210.0,301.875,72.0,0.0,0
PRV52353,6.0,4.0,23333.333333333332,140000.0,100000.0,37787.12302711952,8500.0,1068.0,6408.0,7.333333333333333,44.0,15.0,4.501851470969102,7.333333333333333,44.0,15.0,4.501851470969102,4.0,3.0,3.0,1.5,3181.818181818182,35000.0,10.0,50.0,5.0,42.0,41.0,248.0952380952381,10420.0,1300.0,316.3992391162731,60.0,0.7142857142857143,30.0,1.2619047619047619,53.0,20.0,4.46700381829473,19.0,4.0,10.0,1.024390243902439,196.60377358490567,254.14634146341464,105.0,0.0,0
PRV52354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,33.0,293.93939393939394,19400.0,3000.0,590.8504399797316,75.0,5.0,330.0,0.9848484848484849,65.0,20.0,4.193373616121307,7.0,3.0,4.0,2.0,298.46153846153845,587.8787878787879,153.0,0.0,0
PRV52355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,26.0,383.6507936507937,24170.0,3300.0,789.1058671917582,80.0,6.349206349206349,400.0,1.1587301587301588,73.0,20.0,4.3596624211068535,5.0,4.0,3.0,2.423076923076923,331.09589041095893,929.6153846153846,158.0,0.0,0
PRV52356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,63.0,228.0612244897959,22350.0,2700.0,456.71091753131947,80.0,3.061224489795918,300.0,1.8061224489795917,177.0,20.0,5.325794385865999,12.0,7.0,12.0,1.5555555555555556,126.27118644067797,354.76190476190476,231.0,0.0,0
PRV52357,8.0,7.0,8625.0,69000.0,15000.0,3889.0872965260114,7000.0,1068.0,8544.0,5.625,45.0,15.0,4.373213921133975,5.625,45.0,15.0,4.373213921133975,6.0,5.0,3.0,1.1428571428571428,1533.3333333333333,9857.142857142857,14.0,59.0,6.0,97.0,79.0,307.5257731958763,29830.0,3300.0,567.5532848109123,80.0,2.268041237113402,220.0,1.4639175257731958,142.0,20.0,4.672753149175243,22.0,5.0,16.0,1.2278481012658229,210.07042253521126,377.59493670886076,216.0,0.0,0
PRV52358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,287.77777777777777,5180.0,800.0,282.5629665496869,150.0,5.555555555555555,100.0,3.0,54.0,20.0,5.861138215097012,9.0,3.0,4.0,1.0588235294117647,95.92592592592592,304.70588235294116,51.0,0.0,0
PRV52359,42.0,39.0,9833.333333333334,413000.0,30000.0,6435.104436269163,7500.0,1068.0,44856.0,4.976190476190476,209.0,17.0,3.3603723315633274,4.976190476190476,209.0,17.0,3.3603723315633274,24.0,21.0,4.0,1.0769230769230769,1976.0765550239234,10589.74358974359,49.0,310.0,27.0,65.0,60.0,206.6153846153846,13430.0,3100.0,521.5370220651794,70.0,4.461538461538462,290.0,1.0461538461538462,68.0,20.0,3.926794053481992,35.0,10.0,23.0,1.0833333333333333,197.5,223.83333333333334,154.0,0.0,0
PRV52361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,145.0,279.9367088607595,44230.0,3300.0,512.9637834218662,90.0,6.772151898734177,1070.0,0.9556962025316456,151.0,20.0,3.7693786960523092,71.0,21.0,41.0,1.089655172413793,292.9139072847682,305.0344827586207,326.0,0.0,0
PRV52362,9.0,8.0,10033.333333333334,90300.0,35000.0,10368.702908271604,8000.0,1068.0,9612.0,6.222222222222222,56.0,12.0,3.929942040850532,6.222222222222222,56.0,12.0,3.929942040850532,9.0,4.0,2.0,1.125,1612.5,11287.5,15.0,71.0,6.0,145.0,125.0,243.6551724137931,35330.0,3000.0,513.4886315320366,70.0,3.586206896551724,520.0,0.9241379310344827,134.0,20.0,3.7418109820362853,51.0,17.0,34.0,1.16,263.65671641791045,282.64,320.0,0.0,0
PRV52365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,381.0,273.51826792963465,202130.0,3300.0,549.1575865656715,80.0,3.044654939106901,2250.0,1.3301759133964817,983.0,20.0,4.501646353025937,9.0,9.0,2.0,1.9396325459317585,205.62563580874874,530.5249343832021,1320.0,0.0,0
PRV52366,25.0,25.0,9052.0,226300.0,31000.0,8390.526403827911,5000.0,1068.0,26700.0,4.36,109.0,12.0,3.1738514983113713,4.36,109.0,12.0,3.1738514983113713,19.0,12.0,2.0,1.0,2076.146788990826,9052.0,33.0,189.0,17.0,191.0,118.0,285.75916230366494,54580.0,3300.0,617.1021621531005,70.0,2.5654450261780104,490.0,1.387434554973822,265.0,20.0,4.561468970992347,53.0,25.0,35.0,1.61864406779661,205.96226415094338,462.54237288135596,454.0,0.0,0
PRV52367,4.0,4.0,14750.0,59000.0,29000.0,12763.88133236386,13500.0,1068.0,4272.0,6.75,27.0,13.0,4.349329450233296,6.75,27.0,13.0,4.349329450233296,3.0,2.0,1.0,1.0,2185.185185185185,14750.0,6.0,37.0,6.0,293.0,176.0,333.1740614334471,97620.0,11100.0,862.2862016589746,80.0,1.7064846416382253,500.0,1.1945392491467577,350.0,20.0,4.444448308059059,48.0,21.0,33.0,1.6647727272727273,278.9142857142857,554.6590909090909,622.0,0.0,0
