Provider,IP_NumClaims,IP_NumBeneficiaries,IP_AvgReimbursement,IP_TotalReimbursement,IP_MaxReimbursement,IP_StdReimbursement,IP_MedianReimbursement,IP_AvgDeductible,IP_TotalDeductible,IP_AvgClaimDuration,IP_TotalClaimDuration,IP_MaxClaimDuration,IP_StdClaimDuration,IP_AvgAdmissionDuration,IP_TotalAdmissionDuration,IP_MaxAdmissionDuration,IP_StdAdmissionDuration,IP_NumAttendingPhysicians,IP_NumOperatingPhysicians,IP_NumOtherPhysicians,IP_ClaimsPerBeneficiary,IP_ReimbursementPerDay,IP_ReimbursementPerBeneficiary,IP_TotalPhysicians,IP_TotalUniqueDiagnoses,IP_TotalUniqueProcedures
PRV51819,2,2,3500.0,7000,5000,2121.3203435596424,3500.0,1068.0,2136.0,6.0,12,7,1.4142135623730951,6.0,12,7,1.4142135623730951,1,0,1,1.0,583.3333333333334,3500.0,2,18,0
PRV51820,5,5,5000.0,25000,13000,4527.6925690687085,3000.0,1068.0,5340.0,4.0,20,9,2.9154759474226504,4.0,20,9,2.9154759474226504,2,2,1,1.0,1250.0,5000.0,5,31,3
PRV51821,10,10,13800.0,138000,27000,10108.302418199495,8000.0,1068.0,9612.0,11.5,115,35,12.747548783981962,11.5,115,35,12.747548783981962,1,1,3,1.0,1200.0,13800.0,5,87,4
PRV51822,1,1,600.0,600,600,0.0,600.0,1068.0,1068.0,17.0,17,17,0.0,17.0,17,17,0.0,1,0,0,1.0,35.294117647058826,600.0,1,1,0
PRV51823,8,8,5500.0,44000,12000,3664.5015252516173,3500.0,1068.0,8544.0,5.125,41,8,2.5319388392523003,5.125,41,8,2.5319388392523003,2,3,2,1.0,1073.1707317073171,5500.0,7,66,1
PRV51824,10,9,5990.0,59900,10000,3786.0709625327063,7000.0,1068.0,9612.0,6.9,69,15,5.021066730398144,6.9,69,15,5.021066730398144,4,2,2,1.1111111111111112,868.1159420289855,6655.555555555556,8,85,3
PRV51826,21,20,12619.047619047618,265000,57000,14810.388889141941,7000.0,1068.0,21360.0,5.809523809523809,122,21,5.912859271275173,5.809523809523809,122,21,5.912859271275173,3,3,1,1.05,2172.1311475409834,13250.0,7,168,17
PRV51827,18,17,7222.222222222223,130000,22000,5610.447770277034,5000.0,1068.0,18156.0,6.722222222222222,121,35,7.706418681131262,6.722222222222222,121,35,7.706418681131262,1,1,1,1.0588235294117647,1074.3801652892562,7647.058823529412,3,135,9
PRV51828,11,11,10090.90909090909,111000,23000,6934.760925288563,8000.0,1068.0,11748.0,3.3636363636363638,37,10,3.1071764440638794,3.3636363636363638,37,10,3.1071764440638794,3,1,0,1.0,3000.0,10090.90909090909,4,84,9
PRV51829,5,5,7200.0,36000,14000,3898.7177379235854,5000.0,1068.0,5340.0,10.0,50,35,13.982131454109563,10.0,50,35,13.982131454109563,1,1,1,1.0,720.0,7200.0,3,37,2
PRV51830,6,6,3333.3333333333335,20000,5000,1751.1900715418262,4000.0,1068.0,6408.0,4.0,24,7,2.280350850198276,4.0,24,7,2.280350850198276,2,1,0,1.0,833.3333333333334,3333.3333333333335,3,46,1
PRV51831,2,2,14000.0,28000,14000,0.0,14000.0,1068.0,1068.0,4.0,8,6,2.8284271247461903,4.0,8,6,2.8284271247461903,1,1,0,1.0,3500.0,14000.0,2,18,2
PRV51833,3,3,5000.0,15000,10000,5000.0,5000.0,1068.0,3204.0,3.3333333333333335,10,4,0.5773502691896258,3.3333333333333335,10,4,0.5773502691896258,1,1,0,1.0,1500.0,5000.0,2,27,2
PRV51837,15,15,11533.333333333334,173000,36000,10384.512277333744,7000.0,1068.0,14952.0,7.0,105,35,8.228869042236953,7.0,105,35,8.228869042236953,14,9,3,1.0,1647.6190476190477,11533.333333333334,26,113,10
PRV51840,39,35,9300.0,362700,57000,10514.876679207768,6000.0,1068.0,41652.0,5.948717948717949,232,23,5.491374662278242,5.948717948717949,232,23,5.491374662278242,2,2,0,1.1142857142857143,1563.3620689655172,10362.857142857143,4,291,22
PRV51841,8,7,14875.0,119000,57000,17642.784846584087,9000.0,1068.0,8544.0,5.875,47,18,5.221863378417434,5.875,47,18,5.221863378417434,6,3,3,1.1428571428571428,2531.9148936170213,17000.0,12,63,4
PRV51842,117,89,9963.247863247863,1165700,45000,8082.191985561991,8000.0,1068.0,122820.0,4.923076923076923,576,23,4.327446181170641,4.897435897435898,573,23,4.311941348892222,2,2,0,1.3146067415730338,2034.3804537521814,13097.752808988764,4,709,67
PRV51845,11,10,9272.727272727272,102000,32000,8331.757426748682,6000.0,1068.0,11748.0,4.7272727272727275,52,9,2.195035721390843,4.7272727272727275,52,9,2.195035721390843,1,1,1,1.1,1961.5384615384614,10200.0,3,84,4
PRV51846,2,1,5500.0,11000,10000,6363.961030678927,5500.0,1068.0,2136.0,4.5,9,6,2.1213203435596424,4.5,9,6,2.1213203435596424,1,1,0,2.0,1222.2222222222222,11000.0,2,16,4
PRV51849,3,3,6000.0,18000,9000,3000.0,6000.0,1068.0,3204.0,3.0,9,6,2.6457513110645907,3.0,9,6,2.6457513110645907,3,2,0,1.0,2000.0,6000.0,5,24,2
PRV51851,53,47,10339.622641509433,548000,57000,11477.307705318108,6000.0,1068.0,54468.0,4.773584905660377,253,19,4.317413352361851,4.773584905660377,253,19,4.317413352361851,2,2,2,1.127659574468085,2166.00790513834,11659.574468085106,6,357,30
PRV51855,16,13,7875.0,126000,24000,6323.237567364786,7000.0,1068.0,17088.0,3.75,60,10,2.7446918466985197,3.75,60,10,2.7446918466985197,4,4,2,1.2307692307692308,2100.0,9692.307692307691,10,119,16
PRV51857,26,21,14576.923076923076,379000,57000,13054.265439075696,8500.0,1068.0,26700.0,5.1923076923076925,135,35,6.905182000609284,5.1923076923076925,135,35,6.905182000609284,4,3,1,1.2380952380952381,2807.4074074074074,18047.619047619046,8,197,21
PRV51860,4,4,4600.0,18400,10000,4062.8397293846906,4000.0,1068.0,4272.0,5.5,22,11,4.203173404306164,5.5,22,11,4.203173404306164,4,1,2,1.0,836.3636363636364,4600.0,7,33,1
PRV51862,8,8,11125.0,89000,24000,8271.076972541985,8000.0,1068.0,8544.0,4.75,38,8,2.434865792722759,4.75,38,8,2.434865792722759,7,5,1,1.0,2342.1052631578946,11125.0,13,66,6
PRV51863,19,17,14105.263157894737,268000,36000,9717.651390022782,14000.0,1068.0,18156.0,7.894736842105263,150,35,7.702054104386737,7.894736842105263,150,35,7.702054104386737,13,13,4,1.1176470588235294,1786.6666666666667,15764.70588235294,30,149,16
PRV51864,6,6,10000.0,60000,36000,12790.621564255587,4500.0,1068.0,6408.0,2.8333333333333335,17,4,1.169045194450012,2.8333333333333335,17,4,1.169045194450012,3,1,1,1.0,3529.4117647058824,10000.0,5,46,2
PRV51868,100,82,10930.6,1093060,57000,10899.542184806836,6500.0,1068.0,101460.0,5.45,545,35,6.670264180857026,5.45,545,35,6.670264180857026,1,1,0,1.2195121951219512,2005.6146788990825,13330.0,2,576,64
PRV51869,2,2,10500.0,21000,18000,10606.601717798212,10500.0,1068.0,2136.0,4.5,9,8,4.949747468305833,4.5,9,8,4.949747468305833,2,0,0,1.0,2333.3333333333335,10500.0,2,14,0
PRV51873,26,26,11576.923076923076,301000,78000,14985.788139228654,7000.0,1068.0,27768.0,6.038461538461538,157,28,5.969795770247215,6.038461538461538,157,28,5.969795770247215,18,14,5,1.0,1917.1974522292994,11576.923076923076,37,191,18
PRV51876,18,17,12888.888888888889,232000,39000,10769.722749661441,8000.0,1068.0,18156.0,6.944444444444445,125,27,7.557405578964736,6.944444444444445,125,27,7.557405578964736,9,8,1,1.0588235294117647,1856.0,13647.058823529413,18,134,14
PRV51884,5,5,14600.0,73000,51000,20415.680248279754,7000.0,1068.0,5340.0,6.2,31,16,5.805170109479997,6.2,31,16,5.805170109479997,2,1,0,1.0,2354.8387096774195,14600.0,3,37,5
PRV51890,1,1,11000.0,11000,11000,0.0,11000.0,1068.0,1068.0,2.0,2,2,0.0,2.0,2,2,0.0,1,0,0,1.0,5500.0,11000.0,1,9,0
PRV51898,1,1,6000.0,6000,6000,0.0,6000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,0,0,1.0,2000.0,6000.0,1,9,0
PRV51919,6,6,16833.333333333332,101000,40000,14729.788412148582,10500.0,1068.0,6408.0,5.666666666666667,34,10,3.502380143083653,5.666666666666667,34,10,3.502380143083653,3,1,2,1.0,2970.5882352941176,16833.333333333332,6,53,6
PRV51920,9,9,11111.111111111111,100000,57000,17460.272366464138,7000.0,1068.0,9612.0,6.0,54,33,10.63014581273465,6.0,54,33,10.63014581273465,1,1,1,1.0,1851.851851851852,11111.111111111111,3,70,6
PRV51927,5,5,12800.0,64000,23000,6140.032573203501,10000.0,1068.0,5340.0,11.4,57,25,8.018728078691781,11.4,57,25,8.018728078691781,2,1,0,1.0,1122.8070175438597,12800.0,3,46,5
PRV51929,8,8,8875.0,71000,22000,6998.7243735657175,6000.0,1068.0,8544.0,3.125,25,6,1.8850918886280925,3.125,25,6,1.8850918886280925,4,2,0,1.0,2840.0,8875.0,6,61,6
PRV51931,1,1,5000.0,5000,5000,0.0,5000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,1,0,1.0,1666.6666666666667,5000.0,2,8,0
PRV51932,2,2,13500.0,27000,16000,3535.5339059327375,13500.0,1068.0,2136.0,13.5,27,17,4.949747468305833,13.5,27,17,4.949747468305833,1,2,1,1.0,1000.0,13500.0,4,18,3
PRV51935,3,3,7333.333333333333,22000,12000,6429.100507328637,10000.0,1068.0,3204.0,7.666666666666667,23,12,4.041451884327381,7.666666666666667,23,12,4.041451884327381,3,3,0,1.0,956.5217391304348,7333.333333333333,6,28,3
PRV51938,2,2,5500.0,11000,8000,3535.5339059327375,5500.0,1068.0,2136.0,3.5,7,4,0.7071067811865476,3.5,7,4,0.7071067811865476,2,0,0,1.0,1571.4285714285713,5500.0,2,12,0
PRV51940,193,170,10176.165803108808,1964000,71000,11319.233806771823,7000.0,1068.0,200784.0,5.787564766839378,1117,35,5.860483019875763,5.787564766839378,1117,35,5.860483019875763,2,2,0,1.1352941176470588,1758.2811101163832,11552.941176470587,4,1087,89
PRV51941,2,2,5600.0,11200,11000,7636.753236814713,5600.0,1068.0,2136.0,2.5,5,4,2.1213203435596424,2.5,5,4,2.1213203435596424,2,1,0,1.0,2240.0,5600.0,3,11,2
PRV51943,1,1,9000.0,9000,9000,0.0,9000.0,1068.0,1068.0,2.0,2,2,0.0,2.0,2,2,0.0,1,0,1,1.0,4500.0,9000.0,2,6,0
PRV51944,5,5,9800.0,49000,22000,8074.65169527454,10000.0,1068.0,5340.0,8.4,42,19,6.024948132556827,8.4,42,19,6.024948132556827,5,4,0,1.0,1166.6666666666667,9800.0,9,37,6
PRV51946,23,22,7913.04347826087,182000,28000,5599.618846430214,7000.0,1068.0,24564.0,4.6521739130434785,107,16,4.074406768332538,4.6521739130434785,107,16,4.074406768332538,18,9,2,1.0454545454545454,1700.9345794392523,8272.727272727272,29,180,13
PRV51947,1,1,22000.0,22000,22000,0.0,22000.0,1068.0,1068.0,14.0,14,14,0.0,14.0,14,14,0.0,1,0,0,1.0,1571.4285714285713,22000.0,1,9,0
PRV51948,143,130,9865.734265734265,1410800,69000,11497.109893391425,6000.0,1068.0,148452.0,5.5874125874125875,799,35,5.885442378491583,5.5874125874125875,799,35,5.885442378491583,1,1,0,1.1,1765.7071339173967,10852.307692307691,2,867,69
PRV51949,19,18,12947.368421052632,246000,103000,22157.200194695997,8000.0,1068.0,20292.0,6.2631578947368425,119,35,7.823341892220556,6.2631578947368425,119,35,7.823341892220556,1,1,0,1.0555555555555556,2067.2268907563025,13666.666666666666,2,141,9
PRV51950,3,3,7666.666666666667,23000,19000,10016.652800877813,4000.0,1068.0,2136.0,7.666666666666667,23,11,3.0550504633038935,7.666666666666667,23,11,3.0550504633038935,3,3,0,1.0,1000.0,7666.666666666667,6,28,5
PRV51951,48,35,9541.666666666666,458000,45000,9542.644116679015,7000.0,1068.0,51264.0,5.270833333333333,253,28,5.258183422799306,5.270833333333333,253,28,5.258183422799306,3,3,3,1.3714285714285714,1810.2766798418972,13085.714285714286,9,339,32
PRV51954,23,23,11826.08695652174,272000,57000,11718.874340578823,9000.0,1068.0,23496.0,5.739130434782608,132,16,4.956331041335349,5.739130434782608,132,16,4.956331041335349,19,14,5,1.0,2060.6060606060605,11826.08695652174,38,159,21
PRV51956,2,2,9000.0,18000,11000,2828.42712474619,9000.0,1068.0,2136.0,12.0,24,21,12.727922061357855,12.0,24,21,12.727922061357855,2,1,1,1.0,750.0,9000.0,4,18,1
PRV51957,24,23,8291.666666666666,199000,19000,5512.666573775635,6500.0,1068.0,24564.0,4.875,117,11,3.234494786166632,4.875,117,11,3.234494786166632,4,4,0,1.0434782608695652,1700.854700854701,8652.173913043478,8,182,14
PRV51958,1,1,3000.0,3000,3000,0.0,3000.0,1068.0,1068.0,1.0,1,1,0.0,1.0,1,1,0.0,1,0,0,1.0,3000.0,3000.0,1,6,0
PRV51960,21,20,12523.809523809523,263000,57000,12122.784530045265,9000.0,1068.0,22428.0,4.761904761904762,100,16,3.491486243775878,4.761904761904762,100,16,3.491486243775878,6,5,2,1.05,2630.0,13150.0,13,163,16
PRV51976,7,7,8714.285714285714,61000,19000,5765.248931147314,7000.0,1068.0,7476.0,6.714285714285714,47,17,5.822779568622009,6.714285714285714,47,17,5.822779568622009,1,1,1,1.0,1297.872340425532,8714.285714285714,3,57,7
PRV51977,1,1,8000.0,8000,8000,0.0,8000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,1,0,1.0,2666.6666666666665,8000.0,2,9,1
PRV51978,4,4,7750.0,31000,12000,4425.306015783918,8000.0,1068.0,4272.0,5.25,21,9,3.304037933599835,5.25,21,9,3.304037933599835,2,0,1,1.0,1476.1904761904761,7750.0,3,32,0
PRV51979,13,12,10461.538461538461,136000,22000,6715.844258361274,7000.0,1068.0,13884.0,5.076923076923077,66,21,5.155281086121597,5.076923076923077,66,21,5.155281086121597,1,1,0,1.0833333333333333,2060.6060606060605,11333.333333333334,2,99,8
PRV51981,5,5,3600.0,18000,6000,1816.590212458495,4000.0,1068.0,5340.0,3.2,16,5,1.3038404810405297,3.2,16,5,1.3038404810405297,2,1,0,1.0,1125.0,3600.0,3,35,1
PRV52002,24,24,12458.333333333334,299000,57000,13682.674435582574,8500.0,1068.0,24564.0,6.958333333333333,167,35,9.410813237818582,6.958333333333333,167,35,9.410813237818582,22,16,4,1.0,1790.4191616766468,12458.333333333334,42,180,21
PRV52003,77,68,10103.896103896104,778000,57000,9692.080890555111,7000.0,1068.0,82236.0,4.584415584415584,353,20,3.763923797227154,4.584415584415584,353,20,3.763923797227154,2,2,0,1.1323529411764706,2203.9660056657226,11441.176470588236,4,512,45
PRV52012,1,1,8000.0,8000,8000,0.0,8000.0,1068.0,1068.0,8.0,8,8,0.0,8.0,8,8,0.0,1,1,1,1.0,1000.0,8000.0,3,9,1
PRV52017,23,22,10217.391304347826,235000,32000,7489.12254685014,9000.0,1068.0,22428.0,4.478260869565218,103,13,3.3285209002497202,4.478260869565218,103,13,3.3285209002497202,12,8,4,1.0454545454545454,2281.5533980582522,10681.818181818182,24,172,20
PRV52019,516,458,10815.639534883721,5580870,98000,11890.409506445843,7000.0,1068.0,536136.0,5.89922480620155,3044,36,5.789639170795086,5.9147286821705425,3052,35,5.777802864901256,187,147,42,1.1266375545851528,1828.594364351245,12185.305676855894,376,2274,185
PRV52020,92,89,11166.304347826086,1027300,57000,11084.067143148633,8000.0,1068.0,96120.0,5.206521739130435,479,17,4.38663816175435,5.228260869565218,481,17,4.370488596091045,50,36,15,1.0337078651685394,2135.7588357588356,11542.696629213484,101,582,50
PRV52021,181,153,10008.28729281768,1811500,82000,11591.480964019502,6000.0,1068.0,192240.0,5.762430939226519,1043,34,5.478637569073143,5.762430939226519,1043,34,5.478637569073143,1,1,0,1.1830065359477124,1736.8168744007671,11839.869281045752,2,1021,73
PRV52027,46,46,8152.173913043478,375000,51000,8474.71373834302,6000.0,1068.0,48060.0,5.456521739130435,251,27,5.29446890312745,5.456521739130435,251,27,5.29446890312745,13,8,3,1.0,1494.0239043824702,8152.173913043478,24,343,31
PRV52028,4,4,16500.0,66000,46000,20338.797080129065,8500.0,1068.0,4272.0,3.5,14,6,2.3804761428476167,3.5,14,6,2.3804761428476167,2,1,0,1.0,4714.285714285715,16500.0,3,21,1
PRV52029,11,11,11363.636363636364,125000,35000,10239.850851186528,8000.0,1068.0,11748.0,4.454545454545454,49,11,2.910794955459294,4.454545454545454,49,11,2.910794955459294,11,6,3,1.0,2551.0204081632655,11363.636363636364,20,85,9
PRV52030,4,4,13500.0,54000,28000,12449.899597988731,13000.0,1068.0,4272.0,13.25,53,35,14.522970311429637,13.25,53,35,14.522970311429637,3,3,1,1.0,1018.8679245283018,13500.0,7,34,3
PRV52031,1,1,11000.0,11000,11000,0.0,11000.0,1068.0,1068.0,1.0,1,1,0.0,1.0,1,1,0.0,1,1,0,1.0,11000.0,11000.0,2,9,1
PRV52032,56,55,9562.5,535500,26000,6515.061222066353,8000.0,1068.0,58740.0,4.732142857142857,265,23,4.465997074576948,4.732142857142857,265,23,4.465997074576948,36,20,10,1.018181818181818,2020.754716981132,9736.363636363636,66,391,30
PRV52038,22,21,7863.636363636364,173000,18000,3991.6037419689387,7000.0,1068.0,22428.0,3.8636363636363638,85,12,2.964800716750333,3.8636363636363638,85,12,2.964800716750333,18,11,4,1.0476190476190477,2035.2941176470588,8238.095238095239,33,167,19
PRV52042,1,1,9000.0,9000,9000,0.0,9000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,0,0,1.0,3000.0,9000.0,1,9,0
PRV52044,43,39,9325.581395348838,401000,48000,8839.093172170564,7000.0,1068.0,45924.0,6.0,258,20,4.540820148282425,6.0,258,20,4.540820148282425,9,11,6,1.1025641025641026,1554.2635658914728,10282.051282051281,26,297,22
PRV52045,46,44,11363.04347826087,522700,82000,13115.74725614048,8000.0,1068.0,49128.0,5.391304347826087,248,35,5.591574061307941,5.326086956521739,245,35,5.6136909934595005,34,22,9,1.0454545454545454,2133.469387755102,11879.545454545454,65,309,24
PRV52047,15,12,9600.0,144000,50000,12199.53160693358,7000.0,1068.0,16020.0,5.466666666666667,82,12,3.8334368516043273,5.466666666666667,82,12,3.8334368516043273,1,2,1,1.25,1756.0975609756097,12000.0,4,104,10
PRV52052,5,5,7200.0,36000,17000,5540.758070878027,5000.0,1068.0,5340.0,2.4,12,4,0.8944271909999159,2.4,12,4,0.8944271909999159,5,1,2,1.0,3000.0,7200.0,8,40,2
PRV52057,10,9,14800.0,148000,57000,19904.215075651133,6500.0,1068.0,9612.0,7.0,70,18,5.734883511361751,7.0,70,18,5.734883511361751,5,4,1,1.1111111111111112,2114.285714285714,16444.444444444445,10,83,8
PRV52059,13,13,12000.0,156000,41000,13916.417163432068,5000.0,1068.0,13884.0,7.461538461538462,97,35,9.22510509981128,7.461538461538462,97,35,9.22510509981128,7,7,1,1.0,1608.2474226804125,12000.0,15,98,7
PRV52063,88,73,10443.181818181818,919000,50000,9357.347539664026,7000.0,1068.0,91848.0,5.363636363636363,472,35,5.015336979274073,5.363636363636363,472,35,5.015336979274073,8,8,1,1.2054794520547945,1947.0338983050847,12589.04109589041,17,562,46
PRV52064,38,38,9210.526315789473,350000,31000,7124.9766039894375,7500.0,1068.0,39516.0,4.868421052631579,185,20,3.919259807609698,4.868421052631579,185,20,3.919259807609698,24,16,6,1.0,1891.8918918918919,9210.526315789473,46,261,20
PRV52065,116,113,10293.103448275862,1194000,69000,10037.934346120794,7000.0,1068.0,122820.0,4.870689655172414,565,20,3.8932051675658736,4.870689655172414,565,20,3.8932051675658736,63,50,20,1.0265486725663717,2113.2743362831857,10566.371681415929,133,714,57
PRV52072,41,38,9707.317073170732,398000,43000,8441.693853839479,8000.0,1068.0,40584.0,5.512195121951219,226,21,4.555886034678173,5.512195121951219,226,21,4.555886034678173,2,2,0,1.0789473684210527,1761.0619469026549,10473.684210526315,4,319,28
PRV52073,28,28,12321.42857142857,345000,56000,13778.817805088363,7500.0,1068.0,29904.0,4.964285714285714,139,14,2.687173137499605,4.964285714285714,139,14,2.687173137499605,7,12,3,1.0,2482.0143884892086,12321.42857142857,22,211,22
PRV52074,11,11,12363.636363636364,136000,33000,10200.71298755854,7000.0,1068.0,11748.0,4.454545454545454,49,14,3.5878583127998893,4.454545454545454,49,14,3.5878583127998893,9,7,0,1.0,2775.5102040816328,12363.636363636364,16,80,9
PRV52076,56,55,9142.857142857143,512000,46000,8415.199606401762,6000.0,1068.0,58740.0,4.875,273,20,4.402736752190722,4.875,273,20,4.402736752190722,36,26,12,1.018181818181818,1875.4578754578754,9309.09090909091,74,367,40
PRV52077,104,91,10384.615384615385,1080000,112000,13356.43381005871,6000.0,1068.0,110004.0,5.548076923076923,577,35,5.644620787855069,5.548076923076923,577,35,5.644620787855069,5,4,0,1.1428571428571428,1871.7504332755632,11868.131868131868,9,684,60
PRV52079,7,7,5500.0,38500,15000,4873.397172404482,4000.0,1068.0,7476.0,6.571428571428571,46,22,7.9761549395086115,6.571428571428571,46,22,7.9761549395086115,7,4,1,1.0,836.9565217391304,5500.0,12,56,6
PRV52081,3,3,6000.0,18000,9000,3000.0,6000.0,1068.0,3204.0,6.0,18,9,2.6457513110645907,6.0,18,9,2.6457513110645907,3,2,1,1.0,1000.0,6000.0,6,26,2
PRV52084,10,10,10200.0,102000,21000,5902.918298980975,8000.0,1068.0,10680.0,5.0,50,9,2.0,5.0,50,9,2.0,6,6,4,1.0,2040.0,10200.0,16,75,9
PRV52087,2,2,1500.0,3000,3000,2121.3203435596424,1500.0,1068.0,2136.0,3.5,7,5,2.1213203435596424,3.5,7,5,2.1213203435596424,2,0,0,1.0,428.57142857142856,1500.0,2,14,0
PRV52088,1,1,18000.0,18000,18000,0.0,18000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,1,0,1.0,6000.0,18000.0,2,2,1
PRV52089,15,14,11666.666666666666,175000,49000,12932.0568835006,8000.0,1068.0,16020.0,3.933333333333333,59,17,4.199773236508757,3.933333333333333,59,17,4.199773236508757,4,3,1,1.0714285714285714,2966.101694915254,12500.0,8,116,9
PRV52092,12,12,8666.666666666666,104000,18000,5773.5026918962585,9000.0,1068.0,12816.0,5.5,66,13,3.4771984543464143,5.5,66,13,3.4771984543464143,9,8,3,1.0,1575.7575757575758,8666.666666666666,20,100,7
PRV52094,8,7,18750.0,150000,57000,22250.200641149928,6500.0,1068.0,7476.0,5.5,44,15,4.928053803045811,5.5,44,15,4.928053803045811,6,4,4,1.1428571428571428,3409.090909090909,21428.571428571428,14,68,6
PRV52095,1,1,5000.0,5000,5000,0.0,5000.0,1068.0,1068.0,4.0,4,4,0.0,4.0,4,4,0.0,1,1,0,1.0,1250.0,5000.0,2,9,1
PRV52097,1,1,4000.0,4000,4000,0.0,4000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,0,0,1.0,1333.3333333333333,4000.0,1,9,0
PRV52099,2,2,7000.0,14000,9000,2828.42712474619,7000.0,1068.0,2136.0,7.0,14,9,2.8284271247461903,7.0,14,9,2.8284271247461903,2,1,0,1.0,1000.0,7000.0,3,17,1
PRV52100,164,140,9287.80487804878,1523200,57000,7787.773810194351,7000.0,1068.0,173016.0,6.475609756097561,1062,35,7.837655856132499,6.524390243902439,1070,35,7.847043301968694,5,4,3,1.1714285714285715,1423.5514018691588,10880.0,12,949,81
PRV52101,1,1,10000.0,10000,10000,0.0,10000.0,1068.0,1068.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,0,1.0,5000.0,10000.0,2,8,3
PRV52107,10,10,9300.0,93000,24000,6848.357467305573,8500.0,1068.0,9612.0,6.6,66,13,3.40587727318528,6.6,66,13,3.40587727318528,2,3,2,1.0,1409.090909090909,9300.0,7,78,7
PRV52111,9,9,7222.222222222223,65000,37000,11311.2530006381,4000.0,1068.0,9612.0,3.0,27,7,2.5495097567963922,3.0,27,7,2.5495097567963922,8,5,3,1.0,2407.4074074074074,7222.222222222223,16,62,5
PRV52112,24,24,10208.333333333334,245000,29000,7210.976938376458,6500.0,1068.0,25632.0,5.833333333333333,140,18,4.478612621615398,5.833333333333333,140,18,4.478612621615398,16,11,4,1.0,1750.0,10208.333333333334,31,180,14
PRV52114,105,93,10571.42857142857,1110000,57000,10475.114413600548,7000.0,1068.0,110004.0,5.561904761904762,584,27,4.885071075626168,5.561904761904762,584,27,4.885071075626168,1,1,0,1.1290322580645162,1900.6849315068494,11935.483870967742,2,674,57
PRV52115,20,19,11500.0,230000,40000,9572.438505802396,9000.0,1068.0,20292.0,6.95,139,30,8.18519202102508,6.95,139,30,8.18519202102508,12,9,3,1.0526315789473684,1654.6762589928057,12105.263157894737,24,148,22
PRV52118,4,4,24000.0,96000,57000,23423.634787681152,17000.0,1068.0,4272.0,6.5,26,9,2.516611478423583,6.5,26,9,2.516611478423583,2,2,0,1.0,3692.3076923076924,24000.0,4,32,6
PRV52119,16,16,12000.0,192000,35000,8358.628276617323,10000.0,1068.0,17088.0,5.8125,93,25,6.462391198310422,5.8125,93,25,6.462391198310422,13,9,6,1.0,2064.516129032258,12000.0,28,134,15
PRV52120,165,143,9849.69696969697,1625200,57000,10153.30430560647,7000.0,1068.0,169812.0,5.806060606060606,958,35,6.024236587296281,5.806060606060606,958,35,6.024236587296281,7,7,2,1.1538461538461537,1696.4509394572026,11365.034965034965,16,952,84
PRV52121,4,4,9000.0,36000,12000,4242.640687119285,10500.0,1068.0,4272.0,3.25,13,5,2.0615528128088303,3.25,13,5,2.0615528128088303,4,3,3,1.0,2769.230769230769,9000.0,10,28,4
PRV52123,162,140,8787.654320987655,1423600,57000,7895.771062714195,7000.0,1068.0,169812.0,6.092592592592593,987,35,6.431488487775751,6.092592592592593,987,35,6.431488487775751,6,10,1,1.1571428571428573,1442.3505572441743,10168.57142857143,17,931,74
PRV52124,7,7,21142.85714285714,148000,43000,12681.06950574453,24000.0,1068.0,7476.0,8.285714285714286,58,22,8.42049653552342,8.285714285714286,58,22,8.42049653552342,5,5,1,1.0,2551.7241379310344,21142.85714285714,11,53,6
PRV52126,39,37,9461.538461538461,369000,20000,5486.0884054035105,9000.0,1068.0,41652.0,5.897435897435898,230,29,5.994712019749581,5.897435897435898,230,29,5.994712019749581,28,18,8,1.054054054054054,1604.3478260869565,9972.972972972973,54,293,30
PRV52127,5,5,14400.0,72000,51000,20489.021450523203,5000.0,1068.0,5340.0,7.0,35,19,7.483314773547883,7.0,35,19,7.483314773547883,4,3,1,1.0,2057.1428571428573,14400.0,8,37,4
PRV52128,53,52,8717.924528301886,462050,37000,7197.1755567162945,6000.0,1068.0,53400.0,5.69811320754717,302,23,4.294830997213965,5.69811320754717,302,23,4.294830997213965,1,1,0,1.0192307692307692,1529.9668874172185,8885.576923076924,2,366,41
PRV52130,10,9,11600.0,116000,57000,16754.435565279753,7500.0,1068.0,10680.0,7.4,74,21,6.6365988611972355,7.4,74,21,6.6365988611972355,10,6,3,1.1111111111111112,1567.5675675675675,12888.888888888889,19,70,11
PRV52131,31,28,10641.935483870968,329900,57000,13006.454146398455,6000.0,1068.0,29904.0,4.258064516129032,132,20,4.464435327754107,4.258064516129032,132,20,4.464435327754107,22,12,4,1.1071428571428572,2499.242424242424,11782.142857142857,38,227,15
PRV52133,2,2,3500.0,7000,4000,707.1067811865476,3500.0,1068.0,2136.0,1.5,3,2,0.7071067811865476,1.5,3,2,0.7071067811865476,2,1,1,1.0,2333.3333333333335,3500.0,4,16,1
